Name,Ticker,ISIN,SecId,Global Broad Category Group,Average Eff Duration Survey,Fixd-Inc Eff Dur - Avg yrs (Calc) (Long) (FI%),Average Mod Duration Survey,Portfolio Risk Score,Portfolio Risk Score Date
AmericaFirst Defensive Growth I,DGQIX,US02365Y3080,F00000M0O0,Equity,,,,109.72,7/31/2022
AmericaFirst Defensive Growth U,DGQUX,US02365Y2090,F00000M0NZ,Equity,,,,109.12,7/31/2022
AmericaFirst Income A,AFPAX,US02365Y4070,F00000H5DZ,Allocation,5.85,5.32,0.46,91.80,7/31/2022
AmericaFirst Income I,AFPIX,US02365Y6059,F00000H5DY,Allocation,5.85,5.32,0.46,91.71,7/31/2022
AmericaFirst Income U,AFPUX,US02365Y5069,F00000H5E0,Allocation,5.85,5.32,0.46,91.64,7/31/2022
AmericaFirst Large Cap Shr Buyback A,SBQAX,US02365Y8113,F00000XZL3,Equity,,,,102.68,7/31/2022
AmericaFirst Large Cap Shr Buyback I,SBQIX,US02365Y7875,F00000XZL4,Equity,,,,102.86,7/31/2022
AmericaFirst Large Cap Shr Buyback U,SBQUX,US02365Y7958,F00000XZL5,Equity,,,,102.64,7/31/2022
AmericaFirst Monthly Risk-On Risk-Off A,ABRFX,US02365Y7040,F000005MJP,Allocation,,,,61.10,7/31/2022
AmericaFirst Monthly Risk-On Risk-Off I,ABRWX,US02365Y8030,F00000H5DX,Allocation,,,,61.18,7/31/2022
AmericaFirst Monthly Risk-On Risk-Off U,ABRUX,US02365Y8865,F000005MJQ,Allocation,,,,61.14,7/31/2022
American Beacon AHL Mgd Futs Strat A,AHLAX,US0245256443,F00000TED7,Alternative,,0.22,,,
American Beacon AHL Mgd Futs Strat C,AHLCX,US0245256856,F00000TED8,Alternative,,0.22,,,
American Beacon AHL Mgd Futs Strat Inv,AHLPX,US0245256518,F00000TEDB,Alternative,,0.22,,,
American Beacon AHL Mgd Futs Strat R5,AHLIX,US0245256690,F00000TEDA,Alternative,,0.22,,,
American Beacon AHL Mgd Futs Strat Y,AHLYX,US0245256773,F00000TED9,Alternative,,0.22,,,
American Beacon AHL TargetRisk A,AHTAX,US0245262128,F000013K7U,Allocation,,1.56,,51.10,7/31/2022
American Beacon AHL TargetRisk C,AHACX,US0245261963,F000013K7T,Allocation,,1.56,,51.07,7/31/2022
American Beacon AHL TargetRisk Core A,AAHAX,US02452A2050,F000015QEX,Allocation,,4.92,,,
American Beacon AHL TargetRisk Core C,AAECX,US02452A3041,F000015QEY,Allocation,,4.92,,,
American Beacon AHL TargetRisk Core R6,AHTRX,US02452A5020,F000015QEV,Allocation,,4.92,,,
American Beacon AHL TargetRisk Core Y,AABYX,US02452A4031,F000015QEW,Allocation,,4.92,,,
American Beacon AHL TargetRisk Investor,AHTPX,US0245263118,F000011DZY,Allocation,,1.56,,51.13,7/31/2022
American Beacon AHL TargetRisk R5,AHTIX,US0245263290,F000011DZW,Allocation,,1.56,,50.95,7/31/2022
American Beacon AHL TargetRisk Y,AHTYX,US0245263373,F000011DZX,Allocation,,1.56,,51.23,7/31/2022
American Beacon ARK Transfmt Innov A,ADNAX,US0245262953,F000011RGF,Equity,,,,220.86,7/31/2022
American Beacon ARK Transfmt Innov C,ADNCX,US0245262870,F000011RGG,Equity,,,,220.68,7/31/2022
American Beacon ARK Transfmt Innov Inv,ADNPX,US0245262045,F00000Y5J5,Equity,,,,220.82,7/31/2022
American Beacon ARK Transfmt Innov R5,ADNIX,US0245263035,F00000Y5J4,Equity,,,,221.03,7/31/2022
American Beacon ARK Transfmt Innov R6,ADNRX,US02452A6010,F000015YFY,Equity,,,,,
American Beacon ARK Transfmt Innov Y,ADNYX,US0245261054,F00000Y5J6,Equity,,,,220.85,7/31/2022
American Beacon Bahl&Gaynor SmCpGr A,GBSAX,US0245256369,F00000TEFN,Equity,,0.14,,112.90,7/31/2022
American Beacon Bahl&Gaynor SmCpGr C,GBSCX,US0245256286,F00000TEFO,Equity,,0.14,,112.91,7/31/2022
American Beacon Bahl&Gaynor SmCpGr Inv,GBSPX,US0245255866,F00000TEFR,Equity,,0.14,,112.82,7/31/2022
American Beacon Bahl&Gaynor SmCpGr R5,GBSIX,US0245255940,F00000TEFQ,Equity,,0.14,,113.07,7/31/2022
American Beacon Bahl&Gaynor SmCpGr Y,GBSYX,US0245256104,F00000TEFP,Equity,,0.14,,113.14,7/31/2022
American Beacon Balanced A,ABFAX,US0245247533,F00000GZ84,Allocation,6.30,6.11,,85.19,7/31/2022
American Beacon Balanced Adv,ABLSX,US02368A3648,FOUSA05CBR,Allocation,6.30,6.11,,85.36,7/31/2022
American Beacon Balanced C,ABCCX,US0245245149,F00000J464,Allocation,6.30,6.11,,85.23,7/31/2022
American Beacon Balanced Inv,AABPX,US02368A8282,FOUSA00CGN,Allocation,6.30,6.11,,85.35,7/31/2022
American Beacon Balanced R5,AADBX,US02368A1097,FOUSA00B2R,Allocation,6.30,6.11,,85.41,7/31/2022
American Beacon Balanced Y,ACBYX,US0245241007,F000005NDT,Allocation,6.30,6.11,,85.29,7/31/2022
American Beacon Bridgeway Lg Cp Gr A,BLYAX,US0245254125,F00000W93X,Equity,,,,116.20,7/31/2022
American Beacon Bridgeway Lg Cp Gr C,BLYCX,US0245253960,F00000W93Y,Equity,,,,116.05,7/31/2022
American Beacon Bridgeway Lg Cp Gr Inv,BLYPX,US0245253622,F00000W940,Equity,,,,116.09,7/31/2022
American Beacon Bridgeway Lg Cp Gr R5,BRLGX,US0245253705,FOUSA04BM6,Equity,,,,116.13,7/31/2022
American Beacon Bridgeway Lg Cp Gr R6,BLYRX,US0245264363,F000010F39,Equity,,,,116.21,7/31/2022
American Beacon Bridgeway Lg Cp Gr Y,BLYYX,US0245253887,F00000W941,Equity,,,,116.11,7/31/2022
American Beacon Bridgeway Lg Cp Val A,BWLAX,US0245241593,F00000NDAU,Equity,,,,120.00,7/31/2022
American Beacon Bridgeway Lg Cp Val C,BWLCX,US0245241429,F00000NDAV,Equity,,,,119.95,7/31/2022
American Beacon Bridgeway Lg Cp Val Inv,BWLIX,US0245241189,F00000NDAY,Equity,,,,119.95,7/31/2022
American Beacon Bridgeway Lg Cp Val R5,BRLVX,US0245241262,FOUSA05826,Equity,,,,119.95,7/31/2022
American Beacon Bridgeway Lg Cp Val R6,BWLRX,US0245265436,F00000YWHF,Equity,,,,120.10,7/31/2022
American Beacon Bridgeway Lg Cp Val Y,BWLYX,US0245241346,F00000NDAX,Equity,,,,120.01,7/31/2022
American Beacon Frontier Mkts Inc A,AGUAX,US0245257433,F00000QTMA,Fixed Income,3.50,,,69.53,7/31/2022
American Beacon Frontier Mkts Inc C,AGECX,US0245257359,F00000QTMB,Fixed Income,3.50,,,69.61,7/31/2022
American Beacon Frontier Mkts Inc Inv,AGEPX,US0245256930,F00000QTMD,Fixed Income,3.50,,,69.56,7/31/2022
American Beacon Frontier Mkts Inc R5,AGEIX,US0245257193,F00000QTMC,Fixed Income,3.50,,,69.70,7/31/2022
American Beacon Frontier Mkts Inc Y,AGEYX,US0245257276,F00000QTME,Fixed Income,3.50,,,69.70,7/31/2022
American Beacon GarciaHmltnQual Bd Inv,GHQPX,US0245252483,F00000WRXT,Fixed Income,8.00,7.78,,14.27,7/31/2022
American Beacon GarciaHmltnQual Bd R5,GHQIX,US0245252558,F00000WRXS,Fixed Income,8.00,7.78,,14.18,7/31/2022
American Beacon GarciaHmltnQual Bd R6,GHQRX,US0245262532,F000013ATZ,Fixed Income,8.00,7.78,,13.74,7/31/2022
American Beacon GarciaHmltnQual Bd Y,GHQYX,US0245252632,F00000WRXU,Fixed Income,8.00,7.78,,14.14,7/31/2022
American Beacon International Eq A,AIEAX,US0245247202,F00000GZ7Q,Equity,,,,126.37,7/31/2022
American Beacon International Eq Adv,AAISX,US02368A4224,FOUSA04ANA,Equity,,,,126.39,7/31/2022
American Beacon International Eq C,AILCX,US0245244647,F00000J46B,Equity,,,,126.29,7/31/2022
American Beacon International Eq Inv,AAIPX,US02368A7946,FOUSA00DYD,Equity,,,,126.24,7/31/2022
American Beacon International Eq R5,AAIEX,US02368A4067,FOUSA00B2P,Equity,,,,126.50,7/31/2022
American Beacon International Eq R6,AAERX,US0245267663,F00000YM9H,Equity,,,,126.51,7/31/2022
American Beacon International Eq Y,ABEYX,US02368A1907,F000002YE5,Equity,,,,126.36,7/31/2022
American Beacon Large Cap Value A,ALVAX,US0245247467,F00000GZ82,Equity,,,,121.67,7/31/2022
American Beacon Large Cap Value Adv,AVASX,US02368A3564,FOUSA05CBQ,Equity,,,,121.70,7/31/2022
American Beacon Large Cap Value C,ALVCX,US0245244985,F00000J465,Equity,,,,121.66,7/31/2022
American Beacon Large Cap Value Inv,AAGPX,US02368A8100,FOUSA00B1H,Equity,,,,121.61,7/31/2022
American Beacon Large Cap Value R5,AADEX,US02368A2087,FOUSA00B2S,Equity,,,,121.71,7/31/2022
American Beacon Large Cap Value R6,AALRX,US0245267903,F00000YM9F,Equity,,,,121.80,7/31/2022
American Beacon Large Cap Value Y,ABLYX,US02368A1741,F000002YE3,Equity,,,,121.68,7/31/2022
American Beacon Mid-Cap Value A,ABMAX,US0245248523,F00000GZ7W,Equity,,,,155.78,7/31/2022
American Beacon Mid-Cap Value Adv,AMCSX,US02368A2731,FOUSA06J7Q,Equity,,,,155.65,7/31/2022
American Beacon Mid-Cap Value C,AMCCX,US0245244803,F00000J468,Equity,,,,155.49,7/31/2022
American Beacon Mid-Cap Value Inv,AMPAX,US02368A2996,FOUSA05H8F,Equity,,,,155.72,7/31/2022
American Beacon Mid-Cap Value R5,AACIX,US02368A3150,FOUSA05GOU,Equity,,,,155.61,7/31/2022
American Beacon Mid-Cap Value R6,AMDRX,US0245264447,F0000106S4,Equity,,,,155.77,7/31/2022
American Beacon Mid-Cap Value Y,ACMYX,US0245243086,F000005NDV,Equity,,,,155.66,7/31/2022
American Beacon NIS Core Plus Bond A,NISAX,US0245261393,F000015D27,Fixed Income,6.20,6.43,,,
American Beacon NIS Core Plus Bond C,NISCX,US0245261211,F000015D28,Fixed Income,6.20,6.43,,,
American Beacon NIS Core Plus Bond R6,NISRX,US02452A1060,F000015D25,Fixed Income,6.20,6.43,,,
American Beacon NIS Core Plus Bond Y,NISYX,US0245261138,F000015D26,Fixed Income,6.20,6.43,,,
American Beacon Shapiro Equity Opps A,SHXAX,US02452A8826,F00001CXLL,Equity,,,,,
American Beacon Shapiro Equity Opps C,SHXCX,US02452A8743,F00001CXLK,Equity,,,,,
American Beacon Shapiro Equity Opps Inv,SHXPX,US0245265196,F00000Z2IF,Equity,,,,147.96,7/31/2022
American Beacon Shapiro Equity Opps R5,SHXIX,US0245265279,F00000Z2IE,Equity,,,,147.97,7/31/2022
American Beacon Shapiro Equity Opps Y,SHXYX,US0245264934,F00000Z2IG,Equity,,,,147.74,7/31/2022
American Beacon Shapiro SMID Cap Eq A,SHEAX,US02452A8669,F00001CXLJ,Equity,,,,,
American Beacon Shapiro SMID Cap Eq C,SHDCX,US02452A8586,F00001CXLU,Equity,,,,,
American Beacon Shapiro SMID Cap Eq Inv,SHDPX,US0245264694,F00000Z2IC,Equity,,,,171.85,7/31/2022
American Beacon Shapiro SMID Cap Eq R5,SHDIX,US0245264777,F00000Z2IB,Equity,,,,171.82,7/31/2022
American Beacon Shapiro SMID Cap Eq R6,SHDRX,US02452A8412,F00001CXLI,Equity,,,,,
American Beacon Shapiro SMID Cap Eq Y,SHDYX,US0245264850,F00000Z2ID,Equity,,,,171.92,7/31/2022
American Beacon SiM High Yld Opps A,SHOAX,US0245243243,F00000LL3Z,Fixed Income,4.10,4.63,,73.66,7/31/2022
American Beacon SiM High Yld Opps C,SHOCX,US0245243169,F00000LL40,Fixed Income,4.10,4.63,,73.62,7/31/2022
American Beacon SiM High Yld Opps Inv,SHYPX,US0245242740,F00000LL43,Fixed Income,4.10,4.63,,73.68,7/31/2022
American Beacon SiM High Yld Opps R5,SHOIX,US0245242823,F00000LL41,Fixed Income,4.10,4.63,,73.17,7/31/2022
American Beacon SiM High Yld Opps Y,SHOYX,US0245242906,F00000LL42,Fixed Income,4.10,4.63,,73.50,7/31/2022
American Beacon Small Cap Value R6,AASRX,US0245267747,F00000YDJB,Equity,,,,157.42,7/31/2022
American Beacon Small Cp Val A,ABSAX,US0245248457,F00000GZ7Y,Equity,,,,157.48,7/31/2022
American Beacon Small Cp Val Adv,AASSX,US02368A4307,FOUSA04ANB,Equity,,,,157.43,7/31/2022
American Beacon Small Cp Val C,ASVCX,US0245244720,F00000J467,Equity,,,,157.34,7/31/2022
American Beacon Small Cp Val Inv,AVPAX,US02368A6203,FOUSA02SYW,Equity,,,,157.55,7/31/2022
American Beacon Small Cp Val R5,AVFIX,US02368A6385,FOUSA009MW,Equity,,,,157.51,7/31/2022
American Beacon Small Cp Val Y,ABSYX,US02368A1824,F000002YE4,Equity,,,,157.45,7/31/2022
American Beacon Sound Point Fl Rt Inc R5,SPFLX,US0245253135,F00000T3DP,Fixed Income,0.20,,,57.84,7/31/2022
American Beacon Sound Point FlRtIn A,SOUAX,US0245253473,F00000WCQK,Fixed Income,0.20,,,58.63,7/31/2022
American Beacon Sound Point FlRtIn C,SOUCX,US0245253390,F00000WCQL,Fixed Income,0.20,,,58.05,7/31/2022
American Beacon Sound Point FlRtIn Inv,SPFPX,US0245252970,F00000WCQI,Fixed Income,0.20,,,57.94,7/31/2022
American Beacon Sound Point FlRtIn SP,SPFRX,US0245253549,F00000T3DO,Fixed Income,0.20,,,57.89,7/31/2022
American Beacon Sound Point FlRtIn Y,SPFYX,US0245253218,F00000WCQJ,Fixed Income,0.20,,,58.00,7/31/2022
American Beacon SSI Alternative Inc Inv,PSCAX,US0245262383,F00000NQ9E,Alternative,,,,27.87,7/31/2022
American Beacon SSI Alternative Inc R5,SSIJX,US0245262466,F000011FY1,Alternative,,,,28.06,7/31/2022
American Beacon SSI Alternative Inc Y,PSCIX,US0245262201,F00000NQ9F,Alternative,,,,27.97,7/31/2022
American Beacon Stephens Mid-Cap Gr A,SMFAX,US0245241833,F00000NDB4,Equity,,,,122.63,7/31/2022
American Beacon Stephens Mid-Cap Gr C,SMFCX,US0245241759,F00000NDB5,Equity,,,,122.66,7/31/2022
American Beacon Stephens Mid-Cap Gr Inv,STMGX,US0245241916,FOUSA05GT1,Equity,,,,122.66,7/31/2022
American Beacon Stephens Mid-Cap Gr R5,SFMIX,US0245242179,FOUSA05J8G,Equity,,,,122.71,7/31/2022
American Beacon Stephens Mid-Cap Gr R6,SFMRX,US0245262797,F000011RGE,Equity,,,,122.73,7/31/2022
American Beacon Stephens Mid-Cap Gr Y,SMFYX,US0245241676,F00000NDB7,Equity,,,,122.71,7/31/2022
American Beacon Stephens Sm Cp Gr A,SPWAX,US02368A1667,F00000NDAZ,Equity,,,,135.74,7/31/2022
American Beacon Stephens Sm Cp Gr C,SPWCX,US02368A1584,F00000NDB0,Equity,,,,135.90,7/31/2022
American Beacon Stephens Sm Cp Gr Inv,STSGX,US02368A1337,FOUSA05GFX,Equity,,,,135.85,7/31/2022
American Beacon Stephens Sm Cp Gr R5,STSIX,US02368A1410,FOUSA05J8F,Equity,,,,135.74,7/31/2022
American Beacon Stephens Sm Cp Gr R6,STSRX,US0245261880,F000013K7V,Equity,,,,135.83,7/31/2022
American Beacon Stephens Sm Cp Gr Y,SPWYX,US02368A1253,F00000NDB2,Equity,,,,135.95,7/31/2022
American Beacon The London Co Inc Eq A,ABCAX,US0245271038,F00000NZMS,Equity,,,,91.56,7/31/2022
American Beacon The London Co Inc Eq C,ABECX,US0245272028,F00000NZMT,Equity,,,,91.39,7/31/2022
American Beacon The London Co Inc Eq Inv,ABCVX,US0245275096,F00000NZMY,Equity,,,,91.62,7/31/2022
American Beacon The London Co Inc Eq R5,ABCIX,US0245274008,F00000NZMX,Equity,,,,91.57,7/31/2022
American Beacon The London Co Inc Eq R6,ABCRX,US0245251238,F000015MNZ,Equity,,,,,
American Beacon The London Co Inc Eq Y,ABCYX,US0245273018,F00000NZMU,Equity,,,,91.52,7/31/2022
American Beacon Tocqueville Intl Val Inv,TIVFX,US0245263787,FOUSA00E6H,Equity,,,,106.30,7/31/2022
American Beacon Tocqueville Intl Val R5,TOVIX,US0245263860,F00001159V,Equity,,,,106.35,7/31/2022
American Beacon Tocqueville Intl Val Y,TOVYX,US0245263944,F00001159X,Equity,,,,106.41,7/31/2022
American Beacon Ttfr Sust Sht Tm Bd A,TFBAX,US0245261708,F000014HXQ,Fixed Income,1.50,,,11.98,7/31/2022
American Beacon Ttfr Sust Sht Tm Bd C,TFBCX,US0245261625,F000014HXR,Fixed Income,1.50,,,12.10,7/31/2022
American Beacon Ttfr Sust Sht Tm Bd R6,TFBRX,US0245261476,F000014HXS,Fixed Income,1.50,,,11.96,7/31/2022
American Beacon Ttfr Sust Sht Tm Bd Y,TFBYX,US0245261542,F000014HXP,Fixed Income,1.50,,,12.00,7/31/2022
American Beacon TwentyFour Strat Inc A,TFSAX,US0245264280,F0000110DX,Fixed Income,2.20,,,41.67,7/31/2022
American Beacon TwentyFour Strat Inc C,TFGCX,US0245264108,F0000110DY,Fixed Income,2.20,,,41.30,7/31/2022
American Beacon TwentyFour Strat Inc Inv,TFGPX,US0245266830,F00000YFQ3,Fixed Income,2.20,,,41.42,7/31/2022
American Beacon TwentyFour Strat Inc R5,TFGIX,US0245266913,F00000YFQ2,Fixed Income,2.20,,,41.24,7/31/2022
American Beacon TwentyFour Strat Inc Y,TFGYX,US0245266673,F00000YFQ6,Fixed Income,2.20,,,41.50,7/31/2022
American Beacon Zebra Small Cap Eq A,AZSAX,US0245246626,F00000H06Y,Equity,,,,133.71,7/31/2022
American Beacon Zebra Small Cap Eq C,AZSCX,US0245243656,F00000J46K,Equity,,,,133.59,7/31/2022
American Beacon Zebra Small Cap Eq Inv,AZSPX,US0245246477,F00000H06V,Equity,,,,133.71,7/31/2022
American Beacon Zebra Small Cap Eq R5,AZSIX,US0245246139,F00000H06X,Equity,,,,133.90,7/31/2022
American Beacon Zebra Small Cap Eq Y,AZSYX,US0245246543,F00000H06W,Equity,,,,133.66,7/31/2022
American Century Balanced I,ABINX,US0250837343,FOUSA02SMC,Allocation,6.47,,,58.47,7/31/2022
American Century Balanced Inv,TWBIX,US0250837426,FOUSA00FJC,Allocation,6.47,,,58.41,7/31/2022
American Century Balanced R5,ABGNX,US02508H3949,F00000YTD0,Allocation,6.47,,,58.45,7/31/2022
American Century CA High Yield Muni A,CAYAX,US0250758887,FOUSA02W4Q,Fixed Income,10.13,8.41,7.66,30.78,7/31/2022
American Century CA High Yield Muni C,CAYCX,US0250758051,FOUSA02W4S,Fixed Income,10.13,8.41,7.66,30.76,7/31/2022
American Century CA High Yield Muni I,BCHIX,US0250757897,F00000GUMA,Fixed Income,10.13,8.41,7.66,30.67,7/31/2022
American Century CA High Yield Muni Inv,BCHYX,US0250752013,FOUSA00BDS,Fixed Income,10.13,8.41,7.66,30.79,7/31/2022
American Century CA High Yield Muni Y,ACYHX,US0250757715,F00000YTC3,Fixed Income,10.13,8.41,7.66,30.86,7/31/2022
American Century CA Interm-T T-Fr Bd A,BCIAX,US0250758218,F00000GUMD,Fixed Income,5.22,4.81,4.49,19.85,7/31/2022
American Century CA Interm-T T-Fr Bd C,BCIYX,US0250758135,F00000GUME,Fixed Income,5.22,4.81,4.49,19.90,7/31/2022
American Century CA Interm-T T-Fr Bd I,BCTIX,US0250758390,F00000GUMC,Fixed Income,5.22,4.81,4.49,19.85,7/31/2022
American Century CA Interm-T T-Fr Bd Inv,BCITX,US0250755081,FOUSA00BDP,Fixed Income,5.22,4.81,4.49,19.88,7/31/2022
American Century CA Interm-T T-Fr Bd Y,ACYTX,US0250757632,F00000YTC4,Fixed Income,5.22,4.81,4.49,19.90,7/31/2022
American Century Core Plus A,ACCQX,US0249325434,FOUSA05JCZ,Fixed Income,6.49,,,20.97,7/31/2022
American Century Core Plus C,ACCKX,US0249325277,FOUSA05JD1,Fixed Income,6.49,,,21.15,7/31/2022
American Century Core Plus G,ACCYX,US0249321136,F000015JA4,Fixed Income,6.49,,,,
American Century Core Plus I,ACCTX,US02508J1016,F00000YTCI,Fixed Income,6.49,,,21.06,7/31/2022
American Century Core Plus Inv,ACCNX,US0249324932,FOUSA05JCY,Fixed Income,6.49,,,21.04,7/31/2022
American Century Core Plus R,ACCPX,US0249325194,FOUSA05JD2,Fixed Income,6.49,,,21.04,7/31/2022
American Century Core Plus R5,ACCUX,US0249324858,FOUSA05JCW,Fixed Income,6.49,,,21.24,7/31/2022
American Century Disciplined Growth A,ADCVX,US02507M6425,FOUSA05GPR,Equity,,,,106.25,7/31/2022
American Century Disciplined Growth C,ADCCX,US02507M5278,FOUSA06LLX,Equity,,,,106.07,7/31/2022
American Century Disciplined Growth G,ACDFX,US02508G8188,F00001DU0F,Equity,,,,,
American Century Disciplined Growth I,ADCIX,US02507M6672,FOUSA05GPQ,Equity,,,,106.28,7/31/2022
American Century Disciplined Growth Inv,ADSIX,US02507M6755,FOUSA05GPP,Equity,,,,106.31,7/31/2022
American Century Disciplined Growth R,ADRRX,US02507M6599,FOUSA05GPS,Equity,,,,106.30,7/31/2022
American Century Disciplined Growth R5,ADGGX,US02508G8832,F00000YTDH,Equity,,,,106.25,7/31/2022
American Century Disciplined Growth Y,ADCYX,US02508G8758,F00000YTDG,Equity,,,,106.26,7/31/2022
American Century Discplnd Cor Val A,AMADX,US02507M4024,FOUSA00HTE,Equity,,,,97.78,7/31/2022
American Century Discplnd Cor Val C,ACGCX,US02507M8165,FOUSA02TUG,Equity,,,,97.71,7/31/2022
American Century Discplnd Cor Val I,AMGIX,US02507M5013,FOUSA00KC7,Equity,,,,97.76,7/31/2022
American Century Discplnd Cor Val Inv,BIGRX,US02507M3034,FOUSA00BE9,Equity,,,,97.80,7/31/2022
American Century Discplnd Cor Val R,AICRX,US02507M7829,FOUSA04B3Q,Equity,,,,97.74,7/31/2022
American Century Discplnd Cor Val R5,AICGX,US02508G8428,F00000YTDJ,Equity,,,,97.75,7/31/2022
American Century Diversified Bond A,ADFAX,US0249325012,FOUSA02U39,Fixed Income,6.49,,,19.26,7/31/2022
American Century Diversified Bond C,CDBCX,US0249328248,FOUSA02W4J,Fixed Income,6.49,,,19.12,7/31/2022
American Century Diversified Bond G,ACDOX,US02508J7880,F00001DY8W,Fixed Income,6.49,,,,
American Century Diversified Bond I,ACBPX,US0249326002,FOUSA00D8P,Fixed Income,6.49,,,19.07,7/31/2022
American Century Diversified Bond Inv,ADFIX,US0249324023,FOUSA02U38,Fixed Income,6.49,,,19.11,7/31/2022
American Century Diversified Bond R,ADVRX,US0249327174,FOUSA05CAW,Fixed Income,6.49,,,19.03,7/31/2022
American Century Diversified Bond R5,ADRVX,US02508J2006,F00000YTCD,Fixed Income,6.49,,,19.20,7/31/2022
American Century Diversified Bond R6,ADDVX,US0249324106,F00000Q7JH,Fixed Income,6.49,,,19.21,7/31/2022
American Century Diversified Bond Y,ADVYX,US02508J3095,F00000YTCB,Fixed Income,6.49,,,19.08,7/31/2022
American Century Emerg Mkts Sm Cp A,AECLX,US0250862655,F00000WPRX,Equity,,,,141.78,7/31/2022
American Century Emerg Mkts Sm Cp C,AECHX,US0250862572,F00000WPRS,Equity,,,,141.78,7/31/2022
American Century Emerg Mkts Sm Cp Inv,AECVX,US0250862812,F00000WPRV,Equity,,,,142.03,7/31/2022
American Century Emerg Mkts Sm Cp R,AECMX,US0250862408,F00000WPRT,Equity,,,,142.16,7/31/2022
American Century Emerg Mkts Sm Cp R6,AECTX,US0250862325,F00000WPRU,Equity,,,,141.88,7/31/2022
American Century Emerging Markets A,AEMMX,US0250868512,FOUSA00HD0,Equity,7.10,,,144.75,7/31/2022
American Century Emerging Markets C,ACECX,US0250866797,FOUSA02W52,Equity,7.10,,,144.67,7/31/2022
American Century Emerging Markets G,ACADX,US02509A7292,F00001DOR6,Equity,7.10,,,,
American Century Emerging Markets I,AMKIX,US0250868777,FOUSA00K1C,Equity,7.10,,,144.93,7/31/2022
American Century Emerging Markets Inv,TWMIX,US0250868850,FOUSA00KZT,Equity,7.10,,,144.65,7/31/2022
American Century Emerging Markets R,AEMRX,US0250864891,FOUSA06LM4,Equity,7.10,,,144.60,7/31/2022
American Century Emerging Markets R5,AEGMX,US02509A8027,F00000YTDT,Equity,7.10,,,144.79,7/31/2022
American Century Emerging Markets R6,AEDMX,US0250864222,F00000Q7JG,Equity,7.10,,,144.76,7/31/2022
American Century Emerging Markets Y,AEYMX,US02509A8852,F00000YTDR,Equity,7.10,,,145.07,7/31/2022
American Century Emerging Mkts Dbt A,AEDQX,US0250828193,F00000TEFJ,Fixed Income,3.82,,,60.86,7/31/2022
American Century Emerging Mkts Dbt C,AEDHX,US0250827930,F00000TEFK,Fixed Income,3.82,,,60.89,7/31/2022
American Century Emerging Mkts Dbt G,AEDGX,US0250826601,F00000ZC6R,Fixed Income,3.82,,,60.80,7/31/2022
American Century Emerging Mkts Dbt I,AEHDX,US0250827690,F00000YTCV,Fixed Income,3.82,,,60.83,7/31/2022
American Century Emerging Mkts Dbt Inv,AEDVX,US0250828359,F00000TEFH,Fixed Income,3.82,,,60.69,7/31/2022
American Century Emerging Mkts Dbt R,AEDWX,US0250827856,F00000TEFL,Fixed Income,3.82,,,60.88,7/31/2022
American Century Emerging Mkts Dbt R5,AEDJX,US0250828276,F00000TEFI,Fixed Income,3.82,,,60.68,7/31/2022
American Century Emerging Mkts Dbt R6,AEXDX,US0250827773,F00000TEFM,Fixed Income,3.82,,,60.85,7/31/2022
American Century Emerging Mkts Dbt Y,AEYDX,US0250827518,F00000YTCW,Fixed Income,3.82,,,60.73,7/31/2022
American Century Emerging Mkts Sm Cp I,AECSX,US0250862739,F00000WPRW,Equity,,,,141.81,7/31/2022
American Century Equity Growth A,BEQAX,US02507M7092,FOUSA00HWP,Equity,,,,95.04,7/31/2022
American Century Equity Growth C,AEYCX,US02507M7902,FOUSA02TUD,Equity,,,,94.93,7/31/2022
American Century Equity Growth G,ACEDX,US02508G7925,F00001DU0G,Equity,,,,,
American Century Equity Growth I,AMEIX,US02507M8082,FOUSA00I89,Equity,,,,95.01,7/31/2022
American Century Equity Growth Inv,BEQGX,US02507M6003,FOUSA00BDY,Equity,,,,95.01,7/31/2022
American Century Equity Growth R,AEYRX,US02507M7662,FOUSA05CAP,Equity,,,,95.09,7/31/2022
American Century Equity Growth R5,AEYGX,US02508G8675,F00000YTDI,Equity,,,,95.08,7/31/2022
American Century Equity Income A,TWEAX,US0250764075,FOUSA00GS2,Equity,,,,81.10,7/31/2022
American Century Equity Income C,AEYIX,US0250767466,FOUSA02TUE,Equity,,,,81.06,7/31/2022
American Century Equity Income G,AEIMX,US02508F6878,F000013YTQ,Equity,,,,81.26,7/31/2022
