Name,SecId,Morningstar Category,Base Currency,Cat#,#Months,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,R^2,Beta,Idiosyncratic Risk (Standard Error of Regression),Equity,Base Risk Score,Base Alignment Score,Global Tilt,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,US Equity,DM ex-US Equity,EM Equity,US Bond,Non-US Bond, Cash,#N/A,#N/A,Std of Returns,Std of RBSA Benchmark,Ratio of SDs,Risk Score,Active Risk (Alignment Score),Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Cov
T. Rowe Price Instl Floating Rate,FOUSA06OCK,US Fund Bank Loan,US Dollar,6,48,0.119045015,0.060738293,0.107327012,1.66E-16,0.396160547,0.316729134,0,0,0.594943574,0.993496691,1.209563543,28.71103195,28.75522362,131.0839855,0,0.216105755,0.064297654,0.007148827,0.541745418,0.11427676,0.056425587,0,0,-0.46499029,-0.125233501,10.62056099,12.36980365,-2.90374111,-0.023604474,0,0,1.830452423,1.373867573,1.332335415,38.31160279,19.64774466,2.918712821,16.72903184,21.58257095,21.58257095,-1.459356411
Transamerica Floating Rate I,F00000QB72,US Fund Bank Loan,US Dollar,6,48,0.08027377,0.094367891,0.128632633,1.25E-10,0.549819901,0.146905806,0,0,0.553488823,0.992455009,1.426633134,30.32742938,32.3250268,152.9438244,0,0.239564462,0.072457204,0.011228602,0.514206936,0.108157097,0.054385699,0,0,4.39890807,0.285413526,10.22366863,5.240069648,-0.286631925,0.008563278,0,0,2.076818468,1.509268979,1.376042638,44.48061516,24.12334912,3.134031315,20.9893178,23.49129736,23.49129736,-1.567015657
Victory Floating Rate Y,F00000451U,US Fund Bank Loan,US Dollar,6,48,0.074153193,0.147723838,0.152963975,4.67E-12,0.566997111,0.058161883,0,0,0.585234416,0.994219282,1.611036287,37.4841006,41.13295644,173.8996366,0,0.300479847,0.090566478,0.020283239,0.446502827,0.09188437,0.050283239,0,0,10.53709367,0.460723781,10.84155338,1.115572759,1.69340935,0.002097834,0,0,2.4627958,1.862773534,1.3221123,54.38238763,27.11432587,3.843483334,23.27084254,31.1115451,31.1115451,-1.921741667
Virtus Newfleet Senior Floating Rate I,FOUSA06MQH,US Fund Bank Loan,US Dollar,6,48,0.124545381,0.107074389,0.129496252,7.21E-11,0.49880956,0.140074417,0,0,0.574580426,0.993627543,1.57950838,36.11160222,37.98945845,166.326575,0,0.27678787,0.085404476,0.017702238,0.470509892,0.098446643,0.051148881,0,0,3.643303103,0.267226373,8.667285671,3.989384607,-0.245841943,0.008337754,0,0,2.346055326,1.734684084,1.352439529,51.37844531,25.82425185,2.535386608,23.28886524,28.08958007,28.08958007,-1.267693304
Virtus Seix Floating Rate High Inc I,FOUSA05GSB,US Fund Bank Loan,US Dollar,6,48,0.089841113,0.094665866,0.133206385,2.58E-11,0.404254801,0.278031835,0,0,0.573593694,0.991510837,1.375889707,31.7713364,33.48963323,148.826391,0,0.24721759,0.075119162,0.012559581,0.505222829,0.106160629,0.05372021,0,0,3.325468488,0.393417686,11.94425737,7.786087537,-1.853298533,0.030405272,0,0,2.076079689,1.554681443,1.335373042,44.72115341,22.98184321,3.339549537,19.64229368,25.07885974,25.07885974,-1.669774768
Voya Floating Rate I,F00000ISNX,US Fund Bank Loan,US Dollar,6,48,0.095555439,0.11409381,0.124610952,5.00E-11,0.499643952,0.166095847,0,0,0.531087749,0.992878698,1.6035412,33.42602007,35.24774421,169.1041346,0,0.258770891,0.079137701,0.014568851,0.491660259,0.103146724,0.052715575,0,0,3.866263753,0.526652375,8.578128582,4.63948765,-0.575105919,0.011847613,0,0,2.282413573,1.624212836,1.405242911,49.53164268,27.18958014,2.740963283,24.44861685,25.08302582,25.08302582,-1.370481642
Ziegler Senior Floating Rate Inst,F00000WQK0,US Fund Bank Loan,US Dollar,6,48,0.078321246,0.09840315,0.108565183,1.42E-10,0.426702553,0.288007868,0,0,0.553882977,0.992135959,1.305254029,28.52895787,29.16155635,140.8953867,0,0.218775942,0.065226415,0.007613207,0.538610851,0.113580189,0.056193396,0,0,1.224090299,1.013006441,10.13987004,10.01428619,-2.420973218,0.006450976,0,0,1.906013628,1.388956397,1.372263113,40.01732808,21.86702147,3.100396756,18.76662472,21.25070337,21.25070337,-1.550198378
abrdn China A Share Equity Inst,FOUSA05AN8,US Fund China Region,US Dollar,8,48,8.77E-12,1.07E-12,0.910880346,0.089119654,8.37E-11,5.24E-11,0,0,0.588900172,1.060304925,4.137223278,91.08803457,110,536.6307929,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,23.89406065,-10.62854768,203.3520752,0.988476322,2.93E-10,0.060243253,0,0,7.259600006,5.965331155,1.484865011,163.3351513,89.24943054,36.20104227,53.04838827,110.286763,74.08080812,0.002456297
AMG Veritas China N,FOUSA00C01,US Fund China Region,US Dollar,8,48,0.693039275,1.92E-12,0.306960724,2.18E-11,6.83E-11,2.03E-10,0,0,0.715469429,1.29837168,4.031500639,99.99999998,110,431.0266162,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,8.93909274,-25.95893633,71.00703256,2.67E-11,-1.77E-10,-0.036994368,0,0,7.291153499,6.075189046,1.491318904,164.0450794,57.32959889,7.175758759,50.15384013,113.8912393,73.760213,16.47763377
Clough China I,FOUSA05GY0,US Fund China Region,US Dollar,8,48,1.53E-19,7.29E-20,0.937950488,0.062049512,1.85E-18,8.90E-19,0,0,0.540515555,1.065879624,4.72157792,93.7950488,110,589.9437231,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,11.913915,-12.90811627,212.3930777,0.607322898,4.86E-18,0.048969674,0,0,7.771905768,6.173266656,1.589651074,174.8616182,100.7536086,36.21586715,64.53774146,110.3238767,69.19757536,2.455217096
Columbia Greater China Inst,FOUSA00IL1,US Fund China Region,US Dollar,8,48,4.06E-12,1.02E-12,0.87325949,0.12674051,3.93E-13,2.74E-12,0,0,0.517400545,1.051068578,4.551408682,87.32594901,110,560.1147074,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,37.50484276,-5.359482628,156.6644521,1.397880069,1.63E-12,0.066325022,0,0,7.272070063,5.67165602,1.487415614,163.6157175,97.06504611,32.97352492,64.09152119,99.5241963,73.95377526,-3.701551939
Eaton Vance Greater China Growth A,FOUSA00C80,US Fund China Region,US Dollar,8,48,7.29E-14,9.96E-14,0.746589972,0.253410028,1.67E-11,5.49E-13,0,0,0.70969543,1.059722315,2.61624147,74.65899718,110,396.1361535,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,107.8291397,10.42445331,100.2904884,4.676693823,1.59E-10,0.128336037,0,0,5.555351463,4.900735705,1.136281201,124.9909321,63.55421914,35.83307969,27.72113944,97.26979268,96.80702267,-17.68515484
Fidelity? China Region,FOUSA00BM2,US Fund China Region,US Dollar,8,48,3.51E-19,1.05E-19,0.927811658,0.072188342,4.71E-17,3.06E-18,0,0,0.683914039,1.034949267,3.344967962,92.78116576,110,476.5990717,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,28.76464738,-11.30042691,223.456208,0.847520677,1.71E-16,0.067537549,0,0,6.808264684,5.929895221,1.392549729,153.1804701,75.06490159,38.08936712,36.97553447,116.2049357,78.99179307,-0.438112261
Goldman Sachs China Equity A,FOUSA00FSH,US Fund China Region,US Dollar,8,48,4.18E-12,2.82E-12,0.910989647,0.089010353,2.91E-10,9.26E-11,0,0,0.701958539,1.063331157,3.23613736,91.0989647,110,471.4116295,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,26.17357046,-12.44314636,234.3306196,1.128743051,1.16E-09,0.068116459,0,0,6.802182406,5.983067815,1.391305671,153.0436238,73.50540543,38.86582783,34.6395776,118.4040462,79.06242481,0.237896778
Guinness Atkinson China & Hong Kong,FOUSA00CSU,US Fund China Region,US Dollar,8,48,8.60E-20,5.81E-20,0.929439191,0.070560809,9.54E-18,5.33E-17,0,0,0.708802688,1.013319435,3.093044522,92.94391908,110,454.6067686,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,36.96611847,-9.558152672,215.8426747,0.83844686,3.69E-17,0.073731002,0,0,6.587370713,5.816057814,1.347368489,148.2105338,70.58731415,37.91144074,32.67587341,115.5346604,81.64062089,-2.008700631
Invesco Greater China R5,FOUSA05H9O,US Fund China Region,US Dollar,8,48,7.80E-12,3.04E-12,0.714638163,0.258709669,1.47E-11,0.026652169,0,0,0.48277971,1.004305137,3.844020226,71.46381626,100.1127409,469.7648024,0,0.741375433,0.205636981,0.054114995,0.022599449,0.002824931,-0.02655179,0,0,75.96616097,7.523446447,68.57394542,3.118170711,-0.019084545,0.051319655,0,0,5.878065479,4.446927285,1.321826309,132.3316548,84.51929223,27.92583408,56.59345815,75.73819663,75.73819663,-13.96291704
Matthews China Dividend Investor,F0000043UE,US Fund China Region,US Dollar,8,48,2.75E-17,2.37E-17,0.769947442,0.230052558,3.51E-15,2.74E-16,0,0,0.69352601,1.048008335,2.768942215,76.99474416,110,408.1377742,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,97.98346357,7.951918804,110.2897202,3.93879039,2.99E-14,0.119644745,0,0,5.711369121,4.995267384,1.168192761,128.5012037,65.62061872,35.41730993,30.20330879,98.29789492,94.16254207,-15.64097854
Matthews China Investor,FOUSA00JUP,US Fund China Region,US Dollar,8,48,1.00E-13,4.35E-14,0.892630525,0.107369475,7.38E-12,1.30E-12,0,0,0.571613167,1.056574139,4.188852993,89.26305252,110,535.9290967,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,31.15143934,-8.25844402,184.3522883,1.216015454,2.88E-11,0.064611138,0,0,7.175918179,5.826432211,1.467748887,161.4523776,90.05423917,35.0394153,55.01482387,106.4375537,74.94469999,-1.773280797
Matthews China Small Companies,F00000MLJO,US Fund China Region,US Dollar,8,48,4.96E-18,2.70E-18,0.621485446,0.378514554,3.08E-17,1.72E-17,0,0,0.362451069,1.215655639,5.244633561,62.14854464,105.8376659,599.3759459,0,0.783770823,0.217396287,0.057209549,0.009513906,0.001189238,-0.069079804,0,0,68.29776526,6.839308095,58.88805834,6.383807534,-0.009100062,0.062442062,0,0,7.044398992,4.702911436,1.497880428,158.5321683,114.7699327,26.89605192,87.87388077,70.65828753,70.65828753,-13.44802596
Neuberger Berman Greater China Eq Instl,F00000PXF9,US Fund China Region,US Dollar,8,48,1.96E-12,2.73E-13,0.868049914,0.131950085,2.76E-10,4.57E-10,0,0,0.620557875,1.026720329,3.579024882,86.80499138,110,479.0875793,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,53.22197574,-3.130240405,159.8924556,1.65028119,1.38E-09,0.081969534,0,0,6.568340009,5.507601235,1.343475984,147.7823583,78.62147079,34.74408178,43.87738901,103.9049693,81.8771614,-6.358136966
Oberweis China Opportunities,FOUSA05CEO,US Fund China Region,US Dollar,8,48,3.98E-10,3.80E-14,0.870307671,0.129692329,1.33E-13,4.99E-14,0,0,0.508433897,1.129692135,4.964226128,87.03076714,110,606.7569787,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,16.53478035,-11.03018702,193.5585714,1.488519226,4.98E-13,0.053541901,0,0,7.84575126,6.075547036,1.604755293,176.5230822,105.5752192,34.90514561,70.67007359,105.8530086,68.54627648,1.200793278
Templeton China World A,FOUSA057L0,US Fund China Region,US Dollar,8,48,4.51E-11,1.96E-12,0.825837351,0.174162648,3.92E-10,8.24E-10,0,0,0.552938207,1.041428895,3.979278836,82.58373512,110,504.9277248,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,61.15079465,0.503853438,127.3544847,2.230915631,2.22E-09,0.085168938,0,0,6.642175411,5.318254802,1.358578139,149.4435953,86.36048284,32.72337275,53.63711008,95.80648524,80.96700279,-8.94194515
US Global Investors China Region Inv,FOUSA00BE6,US Fund China Region,US Dollar,8,48,3.57E-11,7.94E-13,0.765391825,0.234608175,3.06E-11,6.51E-12,0,0,0.528863105,1.068525,3.985859663,76.53918246,110,500.2678297,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,76.30746483,5.250857172,97.64022412,3.401372702,2.18E-10,0.096475925,0,0,6.444053316,5.063471722,1.318054616,144.9860078,87.38019182,31.91099861,55.46919321,89.51681458,83.45632923,-12.92525663
ALPS/CorCmdty Mgmt CmpltCmdty Strat I,F000005P7C,US Fund Commodities Broad Basket,US Dollar,9,48,2.88E-11,0.739482557,0.183875613,2.25E-10,1.02E-10,0.07664183,0,0,0.598754394,0.992926475,3.575704071,92.335817,100.9295143,394.6997781,0,0.747423971,0.207314678,0.054556494,0.020732539,0.002591567,-0.032619249,0,0,45.68786293,16.82487882,8.332133655,-0.153308035,-0.005127386,0.079545484,0,0,5.734713034,4.483444433,1.279086452,129.0975745,61.15450648,10.9644321,50.19007438,78.90750007,78.90750007,-5.48221605
AQR Risk-Balanced Commodities Strategy I,F00000O4D4,US Fund Commodities Broad Basket,US Dollar,9,48,6.90E-11,0.408744454,0.395528291,1.32E-09,3.96E-10,0.195727253,0,0,0.451340047,0.989625633,4.187715693,80.42727458,93.9822609,457.0529373,0,0.695976743,0.193044644,0.050801222,0.036611975,0.004576497,0.018988919,0,0,42.94676717,1.913837296,28.61743468,-0.231546854,-0.008878908,0.118791367,0,0,5.911848744,4.17288783,1.416728411,133.1473391,79.5827372,12.7729263,66.8098109,66.33752821,66.33752821,-6.386463148
BlackRock Commodity Strategies Instl,F00000MMV3,US Fund Commodities Broad Basket,US Dollar,9,48,3.77E-09,0.520254408,0.253558257,5.60E-13,6.51E-13,0.226187331,0,0,0.627360306,0.993010759,2.811953348,77.38126687,86.95762437,318.584144,0,0.635118619,0.184457624,0.05,0.082491546,0.014237293,0.033694917,0,0,44.71028222,8.188088694,17.85245473,-0.502950649,-0.014264018,0.156083285,0,0,4.77598071,3.860428747,1.237163285,107.5807802,47.86938805,10.57652006,37.29286799,70.28791222,70.28791222,-5.28826003
Catalyst/Millburn Dynamic Cmdty Stgy I,F00000VTQX,US Fund Commodities Broad Basket,US Dollar,9,48,1.35E-14,9.49E-14,6.88E-15,5.42E-15,2.71E-15,1,0,0,0.012866944,-5.884136872,4.493113104,1.15E-11,18.40184016,469.3755047,0,0.143125424,0.040892978,0,0.482537142,0.102232445,0.231212011,0,0,8.451830955,2.715395473,3.09E-12,6.854592088,0.841983859,20.40691069,0,0,4.591490823,0.945369036,4.85682379,-999,-999,-999,-999,-999,-999,-999
Columbia Commodity Strategy Inst,F00000OE8E,US Fund Commodities Broad Basket,US Dollar,9,48,3.80E-09,0.348170886,0.215956632,3.49E-10,7.22E-11,0.435872478,0,0,0.337896453,0.980394008,3.672558121,56.41275219,63.46150555,385.9866273,0,0.489835024,0.114835024,0.029945008,0.275329952,0.038021997,0.052032995,0,0,21.28081431,3.353144296,11.16821888,0.449292257,0.112192453,0.189015765,0,0,4.626155275,2.813117395,1.644494213,104.3620786,72.65187488,6.880084433,65.77179044,38.59028816,38.59028816,-3.440042216
Credit Suisse Commodity Return Strat I,FOUSA05BEX,US Fund Commodities Broad Basket,US Dollar,9,48,9.53E-09,0.326242559,0.225498558,3.76E-10,7.45E-11,0.448258873,0,0,0.344084376,0.980703905,3.545757443,55.17411263,62.49676985,374.2190721,0,0.485700442,0.110700442,0.028566814,0.283599116,0.038573274,0.052859912,0,0,21.91462761,2.951091569,12.52825834,0.538470065,0.121839553,0.201260279,0,0,4.499670959,2.770314584,1.624245486,101.5100963,70.21009508,7.177415108,63.03267998,38.47741636,38.47741636,-3.588707554
Credit Suisse Trust Commodity Return St,FOUSA05GS0,US Fund Commodities Broad Basket,US Dollar,9,48,6.19E-09,0.324599146,0.228579374,3.62E-10,6.73E-11,0.446821473,0,0,0.341878233,0.980759151,3.573176953,55.31785267,62.73725584,376.9976034,0,0.486731096,0.111731096,0.028910365,0.281537807,0.038435854,0.052653781,0,0,21.97733112,2.833846151,12.6930693,0.509246116,0.118669335,0.200329969,0,0,4.527850342,2.780977379,1.628150727,102.1457087,70.81302992,7.200151614,63.61287831,38.5328304,38.5328304,-3.600075807
DFA Commodity Strategy Institutional,F00000JOE1,US Fund Commodities Broad Basket,US Dollar,9,48,9.46E-09,0.312112708,0.259909095,2.94E-10,5.73E-11,0.427978187,0,0,0.373396951,0.983200171,3.464435089,57.20218126,65.75148662,368.8386477,0,0.499649228,0.124649228,0.033216409,0.255701543,0.036713436,0.050070154,0,0,25.14612678,2.012355592,15.73657013,0.2310366,0.094152378,0.210248461,0,0,4.527642113,2.915001307,1.553221298,102.1266094,67.77469536,7.980422451,59.79427291,42.33233648,42.33233648,-3.990211226
DoubleLine Strategic Commodity I,F00000V9AN,US Fund Commodities Broad Basket,US Dollar,9,48,3.52E-13,0.524724658,0.176114172,9.00E-13,1.29E-12,0.299161171,0,0,0.397903894,0.988350228,4.047691569,70.08388292,76.99328147,423.1195233,0,0.547828349,0.172828349,0.049276116,0.159343302,0.030289553,0.04043433,0,0,23.70732202,6.342125955,5.9433568,-0.24605044,0.028540983,0.129596376,0,0,5.298979748,3.419850777,1.549476891,119.2993104,76.06406712,6.454611384,69.60945574,49.68985464,49.68985464,-3.227305692
DWS Enhanced Commodity Strategy Inst,FOUSA05BFH,US Fund Commodities Broad Basket,US Dollar,9,48,2.74E-11,0.323836599,0.19405704,1.96E-10,7.86E-11,0.48210636,0,0,0.322347934,0.978010686,3.481477453,51.78936397,57.93224036,365.3808003,0,0.455873223,0.09896612,0.02448306,0.320508197,0.045686339,0.05448306,0,0,18.63072317,3.495525998,10.02994594,1.107241783,0.189125981,0.200756304,0,0,4.327438468,2.570221476,1.683683102,97.53953417,69.53609853,6.404607236,63.13149129,34.40804287,34.40804287,-3.202303618
Fidelity? Commodity Strategy,F00000XUNJ,US Fund Commodities Broad Basket,US Dollar,9,48,3.60E-09,0.312986929,0.260713414,3.05E-10,5.34E-11,0.426299653,0,0,0.351534702,0.982923967,3.641998212,57.37003468,65.92691472,385.6307788,0,0.500401063,0.125401063,0.033467021,0.254197874,0.036613192,0.049919787,0,0,24.15444513,1.917763266,15.10182132,0.207523227,0.088759226,0.200603898,0,0,4.669800724,2.922821894,1.5977028,105.3316162,71.82992796,7.761877587,64.06805037,41.26356587,41.26356587,-3.880938794
Fidelity? Series Commodity Strategy,F000002YIO,US Fund Commodities Broad Basket,US Dollar,9,48,2.23E-09,0.318855174,0.254683503,3.13E-10,5.42E-11,0.426461321,0,0,0.346878868,0.982675255,3.675876905,57.35386788,65.70805864,388.4809054,0,0.499463108,0.124463108,0.033154369,0.256073783,0.036738252,0.050107378,0,0,23.62244605,2.092458621,14.43210598,0.228051377,0.090415806,0.197276504,0,0,4.690204933,2.913065618,1.610058114,105.7937929,72.57982287,7.597015623,64.98280725,40.8109857,40.8109857,-3.798507812
Goldman Sachs Commodity Strategy Instl,FOUSA06BKY,US Fund Commodities Broad Basket,US Dollar,9,48,3.82E-17,1,1.57E-13,2.50E-17,3.32E-17,9.89E-17,0,0,0.434855388,1.03200315,5.691730223,100,110,597.1737083,0,0.814594595,0.225945946,0.059459459,0,0,-0.1,0,0,33.76003866,21.89054903,-1.013249843,1.34E-16,4.86E-17,0.051118994,0,0,7.508678242,4.897392776,1.535811008,168.9392109,106.8574558,9.785878514,97.07157732,71.86763357,71.62339599,-4.770820467
Invesco Balanced-Risk Commodity Strat Y,F00000J5IU,US Fund Commodities Broad Basket,US Dollar,9,48,9.73E-11,0.435624031,0.300730761,3.15E-10,1.27E-09,0.263645206,0,0,0.579314146,0.990796663,2.95505661,73.63547927,84.21206666,331.9201358,0,0.6104086,0.181712067,0.05,0.103540822,0.018813222,0.035525289,0,0,42.50645424,4.073497753,22.61580026,-0.527588699,-0.011662067,0.177469147,0,0,4.765624237,3.738825323,1.274631422,107.3393462,52.06987718,10.79830962,41.27156756,66.06777868,66.06777868,-5.399154812
JNL/Neuberger Berman Commodity Strat A,F00000T7W8,US Fund Commodities Broad Basket,US Dollar,9,48,2.03E-24,0.626204564,0.161059657,1.13E-23,3.79E-23,0.212735779,0,0,0.49239077,0.9910202,3.770843828,78.72642212,85.98377689,401.9273965,0,0.626353992,0.183483777,0.05,0.08995771,0.015860372,0.034344149,0,0,31.70625305,10.96232229,5.75787962,-0.375980797,-0.006176297,0.106190335,0,0,5.365704545,3.817266312,1.40564061,120.8622886,67.81605511,8.124293565,59.69176154,61.17052702,61.17052702,-4.062146783
MFS Commodity Strategy I,F00000GXHE,US Fund Commodities Broad Basket,US Dollar,9,48,5.27E-09,0.338908284,0.308635056,3.13E-10,5.80E-11,0.352456654,0,0,0.396456382,0.986048168,3.752678303,64.75433455,75.02798495,400.3575397,0,0.53940565,0.16440565,0.04646855,0.1761887,0.03141258,0.04211887,0,0,29.09195383,1.22629684,18.37286973,-0.292129717,0.027135709,0.180964136,0,0,5.017862432,3.331118272,1.506359733,113.0191354,71.94663772,8.734984072,63.21165365,49.80748176,49.80748176,-4.367492036
Neuberger Berman Commodity Strategy I,F00000N7ZR,US Fund Commodities Broad Basket,US Dollar,9,48,1.50E-12,0.625572704,0.151913862,2.44E-12,8.66E-12,0.222513434,0,0,0.502774091,0.99088784,3.64821538,77.74865664,84.74779238,389.3714007,0,0.615230131,0.182247792,0.05,0.099433592,0.017920346,0.035168138,0,0,31.43544604,11.21464161,5.180434867,-0.388085194,-0.003179653,0.112599175,0,0,5.240813444,3.762532404,1.392895231,118.0447959,65.15947005,7.957579283,57.20189076,60.84290511,60.84290511,-3.978789641
Parametric Commodity Strategy Instl,F00000MJCF,US Fund Commodities Broad Basket,US Dollar,9,48,2.42E-13,0.425472138,0.202805398,1.69E-13,1.36E-13,0.371722463,0,0,0.453767612,0.986128988,3.224527988,62.82775366,70.0409119,344.4236925,0,0.51803248,0.14303248,0.03934416,0.218935041,0.034262336,0.046393504,0,0,26.51740852,5.265144064,10.49290376,-0.003283937,0.076795013,0.191289797,0,0,4.477698756,3.106799865,1.441257548,100.9469929,59.72685934,7.376948843,52.3499105,48.59708245,48.59708245,-3.688474421
PGIM Quant Solutions Commodity Strats R6,F00000XSAH,US Fund Commodities Broad Basket,US Dollar,9,48,8.42E-12,0.377305689,0.20915016,5.57E-13,4.65E-13,0.413544151,0,0,0.337813455,0.982410205,3.82571003,58.6455849,65.68104856,400.6899787,0,0.499347351,0.124347351,0.033115784,0.256305298,0.036753687,0.05013053,0,0,21.17578442,3.741717695,9.963778469,0.268166301,0.093392224,0.175782416,0,0,4.807805763,2.91186178,1.65111057,108.4466735,75.32503971,6.65828749,68.66675222,39.77992131,39.77992131,-3.329143745
