Name,SecId,Morningstar Category,Base Currency,R^2,Base Risk Score,Leverage Ratio,MPRS,Alignment Score,Misfit Risk,Residual Risk,Asset Allocation Risk,Blended Benchmark Risk,Covariance of Asset Allocation & Misfit
L&G Multi Manager Growth R Acc,F000001K7P,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,93.88%,100.9,1.03,103.68,7.7,2.21,5.49,98.19,98.19,-1.1
L&G Multi-Index 7 I Acc,F00000PTMU,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,97.22%,97.23,1.01,98.51,3.22,0.68,2.54,95.96,95.96,-0.34
L&G Worldwide E Inc,F0GBR04C34,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,94.45%,92.79,1.03,95.41,5.35,0.18,5.17,90.24,90.24,-0.09
LF Canlife Portfolio VII C Acc,F00000RG5A,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,97.32%,93.69,1.01,94.84,4.74,2.45,2.29,92.55,92.55,-1.22
LF Catalyst Trust Acc,F0GBR06IWR,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.60%,82.84,1.05,86.96,10.22,2.18,8.04,78.92,78.92,-1.09
LF Circus,F000003TE1,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,81.15%,68.91,1.12,76.95,17.15,1.91,15.24,61.71,61.71,-0.95
LF Greenmount Inc,F0GBR06OO7,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,72.73%,103.46,1.12,116.06,33.52,9.69,23.82,92.23,92.23,-4.85
LF New Viaduct Inc,F000003W7G,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,78.64%,68.26,1.15,78.24,23.49,4.81,18.68,59.56,59.56,-2.4
LF Prudential Risk Managed Actv 5 A Acc,F000005O6O,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,91.04%,90.24,1.04,94.1,10.04,2.49,7.55,86.54,86.54,-1.25
LF Prudential Risk Managed Pasv 5 P Acc,F00000WAE2,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,93.69%,87.16,1.03,89.73,7.06,2,5.06,84.67,84.67,-1
LF Purisima EAFE Total Return PCG B nc,F000002F78,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.34%,110,1.13,124.55,12.77,5.23,7.53,117.02,97.15,7.32
LF Stewart Ivory Investment Markets Inc,F0GBR04TE5,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,91.75%,93.17,1.05,97.48,8.84,0.4,8.44,89.04,89.04,-0.2
LF Waverton Portfolio A Inc,F000000J8A,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,83.03%,66.7,1.1,73.6,15.47,2.33,13.14,60.46,60.46,-1.16
Liontrust Balanced C Inc GBP,F00000OUPA,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,71.25%,73.42,1.22,89.23,34.98,6.16,28.83,60.41,60.41,-3.08
Liontrust MA Active Dynamic R Acc,F0GBR04VM3,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,91.02%,108.79,1.04,112.95,13.55,5.38,8.17,104.78,104.78,-2.69
Liontrust MA Active Growth S Acc,F00000SK37,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,91.73%,105.35,1.04,109.48,10.45,2.34,8.11,101.37,101.37,-1.17
Liontrust MA Blended Growth R Acc,F0GBR06NYU,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.44%,98.01,1.04,101.56,8.43,1.44,6.99,94.57,94.57,-0.72
Liontrust MA Passive Dynamic R Acc,F00000M89W,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,94.12%,106.97,1.03,109.78,8.54,3.01,5.54,104.24,104.24,-1.5
Liontrust MA Passive Growth R Acc,F00000M89V,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,94.44%,100.69,1.03,103.44,6.39,0.96,5.43,98.01,98.01,-0.48
Liontrust Sust Fut Managed Gr 3 Net Acc,F0GBR06I61,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,82.33%,99.83,1.11,111.06,27.91,6.57,21.34,89.73,89.73,-3.29
M&G Managed Growth GBP A Acc,F0GBR04JLO,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,93.60%,100.01,1.04,103.56,8.72,1.74,6.98,96.58,96.58,-0.87
Margetts Opes Growth,F0GBR04HNX,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,82.07%,103.8,1.09,113.64,21.91,3.08,18.84,94.81,94.81,-1.54
Margetts Venture Strategy Acc,F0GBR04ECB,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,86.68%,108.64,1.05,113.7,25.46,15.56,9.9,103.8,103.8,-7.78
MGTS Clarion Explorer Portfolio R Acc,F000000QY3,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,88.96%,97.35,1.05,102.01,13.51,4.41,9.1,92.91,92.91,-2.21
MGTS IBOSS 6 R Acc,F00000X11H,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.90%,80.08,1.03,82.64,7.04,2.01,5.04,77.6,77.6,-1
MGTS Sentinel Enterprise Retl Acc,F0000022RU,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,77.27%,91.84,1.15,105.95,32.56,6.22,26.34,79.61,79.61,-3.11
MI Charles Stanley Multi Asst5 Adv AœAcc,F00000Z11T,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.02%,92.79,1.05,97.24,12.96,4.25,8.7,88.54,88.54,-2.13
Navajo GBP Acc,F0GBR06ONA,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,89.70%,76.77,1.06,81.47,14.2,5.08,9.12,72.35,72.35,-2.54
NFU Mutual Mixed Portfolio Max100% C,F00000P8IH,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,97.59%,99.23,1.01,100.39,6.03,3.73,2.31,98.09,98.09,-1.86
OHP Fund,F000002JCU,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,83.33%,85.28,1.1,93.84,18.27,1.94,16.33,77.51,77.51,-0.97
Omnis Managed Adventurous B,F000002X9U,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,91.14%,110,1.18,129.71,14.18,4.45,9.74,119.97,93.28,11.12
Omnis Multi-Manager Adventurous B,F000001XGL,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.22%,106.91,1.02,109.29,6.04,1.34,4.7,104.59,104.59,-0.67
Pacific Multi-Asset Acc Plus GBP Ins,F00000YGAQ,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,96.97%,70.64,1.02,71.72,4.29,2.16,2.13,69.59,69.59,-1.08
Personal Portfolio 5 A Acc,F00000ZAV3,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,98.91%,92.95,1.01,93.45,1.32,0.33,1,92.46,92.46,-0.16
Pityoulish Investments Inc,F000002XL9,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,91.64%,94.16,1.05,98.52,8.79,0.26,8.53,89.99,89.99,-0.13
Premier Miton Liberation No. VII A acc,F0GBR06KP1,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,93.27%,106.66,1.03,109.94,11.44,4.97,6.46,103.48,103.48,-2.49
Premier Miton Multi-Asset Global GrB Inc,F00000LNAI,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,91.63%,102,1.04,105.72,12.06,4.74,7.32,98.4,98.4,-2.37
Quilter Inv Cirilium Advnturs Pasv R,F00000YRYU,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,93.32%,105.53,1.03,109.21,11.96,4.72,7.24,101.97,101.97,-2.36
Quilter Inv Cirilium Dynamic Pasv R,F00000PF7O,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.43%,100.18,1.04,104.01,8.47,0.96,7.51,96.49,96.49,-0.48
Quilter Inv Creation Advnturs U2 GBP Acc,F00000YZBE,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,96.02%,107.84,1.02,109.92,5.13,1.01,4.12,105.8,105.8,-0.5
Quilter Inv Creation Dyn A (GBP) Acc,F000002BUG,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.44%,101.38,1.02,103.58,5.73,1.39,4.34,99.24,99.24,-0.7
Quilter Investors Cirilium Adventurous R,F00000YRYT,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.54%,110,1.14,125.66,13.45,2.77,10.68,114.98,96.29,7.96
Quilter Investors Cirilium Dynamic R,F000001XHH,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.18%,110,1.11,121.81,13.65,3.39,10.26,111.55,99.33,4.42
Rathbone Dragon Trust œ Inc,F0GBR06K2C,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,88.05%,100.08,1.06,105.74,13.06,2.04,11.02,94.72,94.72,-1.02
Rathbone Multi Asset Enhanced Gr R Acc,F00000MPO5,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.68%,86.9,1.05,91.18,8.72,0.38,8.35,82.83,82.83,-0.19
Rathbone Sussex Growth,F0GBR06J1C,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,88.28%,110,1.09,119.89,15.05,2.69,12.36,107.54,100.92,1.96
Rathbone Sussex Income,F0GBR06KGL,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.35%,100.58,1.05,105.11,12.75,3.89,8.87,96.25,96.25,-1.94
Royal London GMAP Adventurous M GBP Acc,F00000X14N,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.64%,73.4,1.02,75.2,4.94,1.39,3.56,71.64,71.64,-0.69
Royal London Sustainable World A Inc,F0000044AI,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,83.72%,84.71,1.11,93.7,23.86,6.74,17.12,76.59,76.59,-3.37
Santander Atlas Portfolio 7 IA,F00000QHGW,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.54%,90.23,1.02,92.24,4.86,0.88,3.98,88.26,88.26,-0.44
Sarasin Global Equity Real Return A Acc,FOGBR05U57,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,89.30%,72.93,1.06,77.42,10.81,2.08,8.73,68.7,68.7,-1.04
Schroder Tactical Portfolio 7 F Acc,F00000YK99,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.42%,85.82,1.02,87.71,5.2,1.46,3.74,83.98,83.98,-0.73
Scottish Widows Adventurous Gr F Acc,F00000JYXE,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,96.23%,104.06,1.02,106.02,7.06,3.18,3.88,102.14,102.14,-1.59
Scottish Widows Prgrv Gr Port 1 A Acc,F0GBR04IBU,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.82%,92.3,1.02,94.23,4.99,1.16,3.83,90.4,90.4,-0.58
Scottish Widows Prgrv Gr Port 2 A Acc,F0GBR04IC0,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.87%,96.96,1.02,99.02,5.87,1.81,4.06,94.95,94.95,-0.9
SEI GAF Growth GBP Wealth A Inc,F00000GW82,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,98.25%,85.33,1.01,86.1,2.34,0.82,1.52,84.57,84.57,-0.41
SPW Adventurous Solution G Acc,F000014977,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.12%,106.95,1.04,111.33,9.59,1.01,8.58,102.75,102.75,-0.51
SPW Dynamic Solution G Acc,F000014974,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.37%,97.19,1.04,100.88,8.89,1.64,7.25,93.63,93.63,-0.82
SVS Brooks Macdonald Blprnt Strat GrAAcc,F00000QK4X,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.38%,110,1.06,116.58,13.3,3.14,10.16,106.42,103.79,-0.25
SVS Brown Shipley Dynamic A Acc,F0GBR04GNX,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.24%,103.28,1.05,108.18,12.58,2.99,9.59,98.59,98.59,-1.49
SVS Cornelian Progressive D Inc,F00000HHGB,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,93.29%,95.41,1.03,98.58,7.21,0.98,6.24,92.34,92.34,-0.49
SVS Cornelian Progressive RMP G GBP Acc,F00000Y85C,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,94.79%,86.49,1.03,88.92,5.17,0.37,4.8,84.12,84.12,-0.19
SVS Levitas A B Acc,F00000P30Y,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.84%,110,1.04,114.64,9.82,2.36,7.46,107.17,105.55,-0.37
TB Wise Multi-Asset Growth B Acc,F000000D1H,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,86.93%,106.6,1.06,112.91,18.92,6.64,12.28,100.63,100.63,-3.32
TB Wise Multi-Asset Income B Acc,F0GBR06OW2,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,82.56%,110,1.26,138.78,45.8,17.71,28.09,110.68,87.19,2.89
The Monoux,F000003W66,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,84.63%,80.89,1.1,88.68,20.48,5.57,14.91,73.78,73.78,-2.79
The New Floco Inc,F0GBR06O92,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,86.18%,110,1.1,121.26,20.38,4.44,15.93,105.33,99.79,0.55
The New Jaguar Inc,F0GBR06OGH,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,83.27%,85.06,1.1,93.63,18.23,1.88,16.36,77.27,77.27,-0.94
Thesis Brunsdon Adventurous Growth C,F00000V6PQ,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,89.50%,110,1.18,130.12,18.06,6.03,12.03,118.09,92.99,9.53
Thesis Elfynn Trust Acc,F00000LVL1,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,85.91%,91.44,1.08,98.49,16.22,2.62,13.6,84.89,84.89,-1.31
Thesis Global Multi Asset Acc,F00000J4US,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,88.15%,102.98,1.06,108.9,12.86,1.35,11.51,97.39,97.39,-0.67
Thesis KES Diversified Acc,F0GBR06L07,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.08%,97.95,1.06,103.6,13.16,2.16,11,92.6,92.6,-1.08
Thesis Lockerley Inc,F000002X6X,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,86.51%,89.89,1.07,95.94,15.21,3.5,11.71,84.23,84.23,-1.75
True Potential Aggressive A Acc,F000010I4E,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,95.37%,90.86,1.02,92.91,4.39,0.34,4.05,88.86,88.86,-0.17
True Potential Agrsv 6 A GBP Acc,F00000XNBR,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,93.07%,87.42,1.04,90.66,9.16,2.79,6.37,84.29,84.29,-1.4
True Potential Agrsv 7 A Acc,F00000WT71,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,97.04%,84.09,1.01,85.33,2.73,0.26,2.47,82.86,82.86,-0.13
True Potential Gr 1 A GBP Acc,F00000VQXL,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,87.84%,82.45,1.07,87.92,13.49,2.9,10.58,77.33,77.33,-1.45
True Potential Gr 2 A GBP Inc,F00000VQXM,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,97.51%,84,1.01,85.08,2.83,0.69,2.14,82.94,82.94,-0.35
True Potential Gr 6 A GBP Acc,F00000XNBQ,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.69%,71.74,1.04,74.72,7.53,1.7,5.83,68.88,68.88,-0.85
True Potential Gr 7 A Acc,F00000WT73,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,97.01%,73.39,1.02,74.5,2.57,0.38,2.19,72.31,72.31,-0.19
True Potential Growth A Acc,F000010I4D,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,94.78%,79,1.03,81,4.51,0.56,3.95,77.05,77.05,-0.28
True Potential RiskMaster 3 A Acc,F00000XAA3,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,94.23%,90.23,1.03,92.77,5.82,0.83,5,87.77,87.77,-0.41
Unicorn Mastertrust B,F0GBR06IL0,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,84.96%,110,1.16,127.75,21.17,3.81,17.36,110.4,94.71,5.94
Unity A GBP Inc,F000011FHI,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,82.75%,88.8,1.1,97.27,19.9,3.71,16.2,81.07,81.07,-1.85
VAM Growth Fund A GBP,F00000WLFN,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.97%,82.11,1.04,85.39,6.75,0.32,6.43,78.96,78.96,-0.16
VT Aggressive Portfolio Overlay C Acc,F00000WHUC,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.40%,107.52,1.04,111.76,9.02,0.7,8.32,103.44,103.44,-0.35
VT AJ Bell Adventurous I Acc,F00000YOVX,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.86%,83.99,1.04,87.12,6.81,0.67,6.14,80.98,80.98,-0.34
VT Chelsea Mgd Agrsv Gr A GBP Net Acc,F00000Z00Z,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,85.86%,110,1.14,125.41,19.53,3.46,16.07,109.35,96.48,4.7
VT Chelsea Mgd Bal Gr A GBP Net Acc,F00000Z010,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,85.15%,92.92,1.07,99.64,15.32,2.34,12.98,86.66,86.66,-1.17
VT Esprit Tactical Alpha Plus GBP Acc,F00001023Q,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,84.69%,99.49,1.08,107.25,16.44,1.48,14.96,92.3,92.3,-0.74
VT Grosvenor Adventurous B GBP Acc,F00000YE9J,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,90.34%,101.48,1.04,106.02,12.49,3.62,8.87,97.14,97.14,-1.81
VT Momentum Diversified Growth A Acc,F0GBR04GUP,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,84.86%,97.01,1.07,104.19,21.32,7.46,13.86,90.33,90.33,-3.73
VT Sinfonia Adventurous Growth A Acc,F000002EWI,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.74%,98.61,1.04,102.17,7.98,0.99,6.99,95.18,95.18,-0.49
Waverton Multi-Asset Growth A GBP Inc,F000016IEV,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,83.97%,66.89,1.1,73.39,14.7,2.27,12.42,60.96,60.96,-1.14
WS Charteris Global Macro A Acc,F00000VA3M,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,47.65%,107.43,1.36,145.81,72.86,6.21,66.66,79.16,79.16,-3.1
WS Sequel Glbl Trgt Inc Strat AœAcc,F000000C3L,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,85.61%,103.48,1.07,110.58,20.85,7.1,13.75,96.83,96.83,-3.55
WS Sequel Growth Trgt Ret Strat BœAcc,F00000SCJC,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,85.00%,102.24,1.07,109.52,21.3,7.23,14.07,95.45,95.45,-3.61
WS Verbatim Multi-Index Portfolio 6 A,F00000LJRR,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.78%,82.42,1.04,85.4,6.94,1.08,5.86,79.54,79.54,-0.54
WS Verbatim Portfolio 7 B Acc,F00000EXOK,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.88%,97.06,1.03,100.18,8.78,2.62,6.15,94.03,94.03,-1.31
Wye Investment,F0GBR05ZMR,EAA Fund GBP Allocation 80%+ Equity,Pound Sterling,92.60%,96.24,1.03,99.54,7.56,1.06,6.5,93.04,93.04,-0.53
TAMAC Global Champions AR GBP,F00000MG52,EAA Fund EUR Aggressive Allocation,Pound Sterling,68.15%,73.97,1.18,87.64,30.31,5.1,25.21,62.43,62.43,-2.55
7IM Matterhorn A Inc,F0000108JR,EAA Fund GBP Flexible Allocation,Pound Sterling,90.26%,61.73,1.05,64.76,7.75,1.83,5.92,58.84,58.84,-0.92
7IM Real Return D Acc,F00000NMM3,EAA Fund GBP Flexible Allocation,Pound Sterling,73.63%,39.03,1.14,44.37,15.27,5.23,10.04,34.33,34.33,-2.61
abrdn Dynamic MA Gr I Fxd Acc,F00000QTNZ,EAA Fund GBP Flexible Allocation,Pound Sterling,71.95%,69.27,1.15,79.79,22.92,3.26,19.65,60.14,60.14,-1.63
Artemis Strategic Assets I Acc,F000002T6C,EAA Fund GBP Flexible Allocation,Pound Sterling,65.55%,91.18,1.27,115.77,54.73,10.77,43.96,71.81,71.81,-5.38
Baillie Gifford Diversified Gr A Acc,F000002NAG,EAA Fund GBP Flexible Allocation,Pound Sterling,76.81%,60.28,1.12,67.33,18.03,4.66,13.37,53.96,53.96,-2.33
Baillie Gifford Multi Asset Gr P Acc,F00000WQL3,EAA Fund GBP Flexible Allocation,Pound Sterling,79.35%,67.15,1.09,73.46,19.66,7.57,12.09,61.37,61.37,-3.78
BlackRock Dynamic Allocation D GBP Acc,F00000VT1J,EAA Fund GBP Flexible Allocation,Pound Sterling,82.74%,44.9,1.09,49.08,9.56,1.55,8.01,41.08,41.08,-0.78
BlackRock Dynamic Diversified Gr A Inc,FOGBR05TVZ,EAA Fund GBP Flexible Allocation,Pound Sterling,86.00%,50.7,1.07,54.3,9.36,2.4,6.96,47.35,47.35,-1.2
BlackRock Instl Jersey DynDivers Gr IAcc,F000005H35,EAA Fund GBP Flexible Allocation,Pound Sterling,80.90%,43.6,1.1,47.9,9.95,1.73,8.22,39.68,39.68,-0.87
BlackRock ISF Market Advtg Strat B œ Acc,F00000H4VU,EAA Fund GBP Flexible Allocation,Pound Sterling,79.15%,83.69,1.1,91.75,22.71,7.29,15.42,76.34,76.34,-3.65
BlackRock Market Advantage D GBP Acc,F00000VB1Q,EAA Fund GBP Flexible Allocation,Pound Sterling,83.04%,50.52,1.1,55.4,11.45,2.11,9.33,46.07,46.07,-1.06
BNY Mellon Global Absolute Ret Inst Acc,F00000PIVM,EAA Fund GBP Flexible Allocation,Pound Sterling,82.92%,45.09,1.11,49.92,11.45,2.26,9.19,40.73,40.73,-1.13
BNY Mellon Global Multi-Strategy InstAcc,F00000PJ25,EAA Fund GBP Flexible Allocation,Pound Sterling,89.23%,63.62,1.06,67.6,8.31,0.58,7.73,59.87,59.87,-0.29
BNY Mellon Global Real Ret (GBP) C Inc,F00000OIFL,EAA Fund GBP Flexible Allocation,Pound Sterling,70.57%,43.17,1.19,51.3,16.89,1.93,14.97,36.33,36.33,-0.96
BNY Mellon Real Return GBP Inc,F0GBR04RQA,EAA Fund GBP Flexible Allocation,Pound Sterling,70.66%,43.32,1.19,51.36,16.91,2.1,14.81,36.54,36.54,-1.05
BNY Mellon Sus Real Return Exm 4 Acc,F000010F9Y,EAA Fund GBP Flexible Allocation,Pound Sterling,66.33%,44.8,1.21,54.06,19.55,2.61,16.94,37.12,37.12,-1.31
Capital Gearing Portfolio GBP P,F000013L4P,EAA Fund GBP Flexible Allocation,Pound Sterling,73.91%,26.68,1.17,31.34,10.49,1.85,8.64,22.71,22.71,-0.93
Cerno Select (Dubin) B GBP Acc,F0000178E7,EAA Fund GBP Flexible Allocation,Pound Sterling,81.67%,65.51,1.09,71.54,14.28,2.73,11.56,59.98,59.98,-1.36
CG Absolute Return GBP M,F00000X791,EAA Fund GBP Flexible Allocation,Pound Sterling,77.04%,26.12,1.15,29.92,9.48,2.36,7.12,22.8,22.8,-1.18
Charity Asset Trust Acc GBP,F00000Z6FQ,EAA Fund GBP Flexible Allocation,Pound Sterling,14.49%,7.96,2.81,,,,,,,
Collidr Multi-Asset Fund Instl GBP Acc,F00000S8FZ,EAA Fund GBP Flexible Allocation,Pound Sterling,67.71%,39.15,1.22,47.68,17.06,1.52,15.54,32.15,32.15,-0.76
Credo Dynamic A Retail GBP Acc,F00000YYI2,EAA Fund GBP Flexible Allocation,Pound Sterling,81.51%,93.22,1.09,102.03,19.14,2.29,16.85,85.18,85.18,-1.14
Credo Growth A Retail GBP Acc,F00000YYI4,EAA Fund GBP Flexible Allocation,Pound Sterling,78.13%,96.26,1.13,109.06,28.16,4.07,24.1,84.96,84.96,-2.03
CT (Lux) Diversified Gr A Inc GBP Hdg,F00000JQOH,EAA Fund GBP Flexible Allocation,Pound Sterling,73.43%,45.66,1.18,54.1,16.42,0.87,15.55,38.55,38.55,-0.43
CT Diversified Monthly Income 1 Inc,F0GBR04I64,EAA Fund GBP Flexible Allocation,Pound Sterling,75.67%,41.02,1.15,47.31,15.55,3.82,11.73,35.57,35.57,-1.91
CT Dynamic Real Return Inst Acc,F00000Q3C5,EAA Fund GBP Flexible Allocation,Pound Sterling,89.71%,53.77,1.05,56.42,7.59,2.42,5.17,51.25,51.25,-1.21
Dynamic Diversified Sub-Fund,F000011HU9,EAA Fund GBP Flexible Allocation,Pound Sterling,83.69%,43.03,1.1,47.28,9.41,1.3,8.11,39.17,39.17,-0.65
EF 8AM Tactical Growth Instl Inc,F000002XKI,EAA Fund GBP Flexible Allocation,Pound Sterling,87.33%,74.04,1.08,79.6,15.24,4.5,10.73,68.87,68.87,-2.25
EF WM Global Trend B Acc GBP,F00000NBZE,EAA Fund GBP Flexible Allocation,Pound Sterling,67.46%,41.83,1.21,50.5,19.29,3.43,15.86,34.64,34.64,-1.71
Fidelity Divers Mkts F Acc,F0000152QE,EAA Fund GBP Flexible Allocation,Pound Sterling,91.51%,65.51,1.04,68.24,7.55,2.19,5.36,62.88,62.88,-1.1
Fidelity Diversified Growth A,F000001VI3,EAA Fund GBP Flexible Allocation,Pound Sterling,91.08%,63.71,1.04,66.45,7.59,2.21,5.37,61.08,61.08,-1.11
Fidelity Institutional Diversified Inc I,F0000104FV,EAA Fund GBP Flexible Allocation,Pound Sterling,83.29%,55.56,1.08,60.25,14.17,5.16,9.01,51.24,51.24,-2.58
FP Russell Invsmts Defensive Assts C Acc,F000005O7Q,EAA Fund GBP Flexible Allocation,Pound Sterling,86.14%,25.31,1.1,27.77,6.95,2.24,4.71,23.06,23.06,-1.12
FP Russell Invsmts Real Assets A GBP Acc,F000005J1F,EAA Fund GBP Flexible Allocation,Pound Sterling,73.41%,74.6,1.19,88.43,27.9,2.41,25.49,62.94,62.94,-1.2
GMO Global Real Return A GBP,F00000OAN2,EAA Fund GBP Flexible Allocation,Pound Sterling,68.14%,67.86,1.16,78.4,28.43,8.76,19.67,58.74,58.74,-4.38
Insight Broad Opportunities B1 GBP,F0000040O3,EAA Fund GBP Flexible Allocation,Pound Sterling,84.48%,46.08,1.09,50.44,10.56,2.2,8.36,42.09,42.09,-1.1
Invesco Balanced Risk 10 UK (NoTrail)Acc,F00000NQ2K,EAA Fund GBP Flexible Allocation,Pound Sterling,76.73%,78.93,1.13,89.05,23.15,4.06,19.09,69.96,69.96,-2.03
Invesco Balanced Risk 8 UK (NoTrail) Acc,F00000NQ2I,EAA Fund GBP Flexible Allocation,Pound Sterling,77.56%,60.83,1.13,68.92,17.86,2.63,15.23,53.69,53.69,-1.31
Janus Henderson Diversified Gr Y Acc,F00000M1A6,EAA Fund GBP Flexible Allocation,Pound Sterling,93.54%,50.39,1.03,51.89,4.51,1.55,2.95,48.94,48.94,-0.78
JPM Diversified Growth A Net Acc,F0GBR04S55,EAA Fund GBP Flexible Allocation,Pound Sterling,84.74%,64.21,1.09,69.99,11.74,0.66,11.08,58.91,58.91,-0.33
Jupiter Monthly Alternative Income L Acc,F0GBR04S0B,EAA Fund GBP Flexible Allocation,Pound Sterling,73.73%,65.26,1.16,75.4,20.94,2.02,18.92,56.48,56.48,-1.01
Latitude Horizon GBP Acc,F00000XXV6,EAA Fund GBP Flexible Allocation,Pound Sterling,82.98%,42.57,1.11,47.44,11.28,2.04,9.25,38.19,38.19,-1.02
